VMQ3,VMQ135,temperature,humidity,label
2.322316498558325,0.6117398920870885,31.722111180857382,64.6213057542838,EXPLOSIVE
2.549244496345208,0.3605423961202721,34.15346974842717,70.69951168083139,WEATHER
2.691391751860519,0.3579121073650867,30.473313801858044,68.55069734104232,SAFE
2.2431616920393953,0.6385788710214731,30.81763056116275,66.68886988588332,NARCOTIC
2.2998715395400837,0.6286340544466247,32.050990534088534,70.73395731114653,EXPLOSIVE
2.583825699629633,0.3627021453122035,34.585602927223086,79.63169515288405,WEATHER
2.9334804523165716,0.5566949894220858,31.668403829966483,70.38358019702363,ALCOHOL
2.439778255688716,0.6839151223850441,31.76442644560408,70.26786963723978,EXPLOSIVE
2.4404434851318495,0.7275192248926418,31.29046778401057,68.76107792063328,EXPLOSIVE
2.536741149752599,0.37012787278713327,30.87938830394223,66.44088243818285,SAFE
3.1651051346993486,0.30330766037106127,32.429067203164706,70.49633025692782,ALCOHOL
2.404079630641864,0.6855292254930367,31.630989302858247,67.91511027151894,EXPLOSIVE
2.5748642190398945,0.3413230283773909,30.700736235664856,67.32090837970122,SAFE
2.313052086857074,0.6612025106999979,31.678629222807317,70.15353082527768,NARCOTIC
2.243781799992522,0.5498403638080108,31.299247936106013,67.75417677501346,NARCOTIC
2.5750443623005923,0.3413771613240962,33.42307766244282,72.71767860228178,WEATHER
2.3258132298420353,0.6688406554336527,31.033929308241643,67.791487484015,EXPLOSIVE
2.952708578588571,0.47322467756591935,31.304478933997604,70.81144937128748,ALCOHOL
2.7096593963476385,0.3810477846923078,35.54955493413019,78.83293836001128,WEATHER
2.587229438949563,0.3278508018674959,33.981784829985145,72.20184680594382,WEATHER
3.209113887439909,0.5293316286253938,31.315518983958043,65.98759902568933,ALCOHOL
2.7271197045820585,0.5889840842205837,30.118793306524562,65.19787680891716,ALCOHOL
2.3187939539144304,0.6997117652674166,31.247210234044395,67.4076861394759,EXPLOSIVE
2.873823447698424,0.525450148032016,31.589244783171644,69.12978209116271,ALCOHOL
2.2687479156636163,0.641143182284212,31.23763264169934,70.1828992876634,NARCOTIC
2.879141013443111,0.6950001521161345,31.244648065615316,70.51544584092684,ALCOHOL
2.5462490986108883,0.40371585007891725,31.358375167064114,65.97177230659898,SAFE
2.281732815587652,0.7095700635298583,30.588795573524827,68.38461662961173,NARCOTIC
2.6964032212137843,0.3809413470267211,31.16641680017756,67.89076200987103,SAFE
2.247915270083742,0.5629948578977134,31.367527045478955,66.55024791275615,NARCOTIC
2.260985099149128,0.7072478168973192,30.95160033479553,66.88647563126824,NARCOTIC
